ID,Crop,Year,Lat,Lon,Plant density,Plantation date,Harvest date,Soil pH_H2O,Soil.pH_SMP7.5,SOM_%,Soil.MIII.Al.ICP_mg.kg,Soil.MIII.P.ICP_mg.kg,Texture,Clay %,Sand %,Soil Series,Manure,P.Source,P.rate_kgP2o5.ha_ctrl,P.rate_kgP2o5.ha_1,P.rate_kgP2o5.ha_2,P.rate_kgP2o5.ha_3,P.rate_kgP2o5.ha_4,Yield_t.ha_ctrl,Yield_t.ha_1,Yield_t.ha_2,Yield_t.ha_3,Yield_t.ha_4,Grain density g.L ctrl,Grain density g.L 1,Grain density g.L 2,Grain density g.L 3,Grain density g.L 4,Grain mositure % ctrl,Grain mositure % 1,Grain mositure % 2,Grain mositure % 3,Grain mositure % 4,MaxLeafLength_cm_ctrl,MaxLeafLength_cm_1,MaxLeafLength_cm_2,MaxLeafLength_cm_3,Growing season (d),pcpCum,pcpIrCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DDCm,DDCb,nb3po3j,nb4po7j,CTU,cClim,cClimKc,pcpCum_30,pcpIrCum_30,SDI_30,AWDR_30,nbPcp1_30,nbPcp2_30,nbPcp5_30,nbPcp10_30,IhBR_30,IhKcBR_30,etpBRcum_30,etpKcBRcum_30,tMean_30,DDCm_30,DDCb_30,nb3po3j_30,nb4po7j_30,CTU_30
322,Grain,1998,45.5,-73.58,74000,1998-05-01,1998-10-01,6.3,NA,3.8,1402,38.4,Sandy clay loam,NA,NA,Saint-Blaise,none,TSP,0,40,80,NA,NA,6.7,6.8,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,463.74,463.74,0.75004919,347.82781,65,50,34,14,-24.950208,-24.950208,617.90978,617.90978,17.830954,NA,2219.755,52,42,3635.1482,4,4,49.71,49.71,0.54774839,27.228572,9,7,3,1,-63.130547,-63.130547,134.82706,134.82706,17.336167,NA,370.085,5,4,608.16834
323,Grain,2000,45.5,-73.58,74000,2000-05-04,2000-10-09,6.3,NA,3.8,1402,42,Sandy clay loam,NA,NA,Saint-Blaise,none,TSP,0,40,80,NA,NA,5.8,6.2,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,509.75,509.75,0.76652493,390.73608,69,53,31,17,-7.9149584,-7.9149584,553.56439,553.56439,16.874843,NA,1888.505,56,41,3143.1746,5,5,139.65,139.65,0.66476577,92.83454,13,11,8,5,33.66706,33.66706,104.476,104.476,13.587333,NA,257.62,10,5,438.72182
324,Grain,1998,45.73,-72.62,80594,1998-05-01,NA,7,NA,4.1,1450,306,Sandy loam,6,54,NA,Cattle slurry,DAP,0,23,NA,NA,NA,10.3,9,NA,NA,NA,NA,NA,NA,NA,NA,18.5,18.5,NA,NA,NA,NA,NA,NA,NA,176,503.57,503.57,0.76806639,386.77519,70,54,37,16,-21.562623,-21.562623,642.0026,642.0026,16.91267,NA,2097.435,54,44,3465.2171,4,4,42.97,42.97,0.67614993,29.054163,11,9,2,0,-69.04764,-69.04764,138.82625,138.82625,16.651333,NA,349.54,6,3,575.80279
325,Grain,1998,45.8,-73,72153,1998-04-29,NA,6.9,NA,3.5,725,496,Loam,13,50,NA,Swine slurry,DAP,0,20,NA,NA,NA,11.5,11.2,NA,NA,NA,703,711,NA,NA,NA,22.4,21.4,NA,NA,NA,NA,NA,NA,NA,176,488.29,488.29,0.75831618,370.27821,65,54,34,15,-25.722327,-25.722327,657.38462,657.38462,17.111818,NA,2132.2,53,47,3523.2909,4,4,34.05,34.05,0.64926613,22.107512,10,9,2,0,-75.170381,-75.170381,137.1346,137.1346,16.093,NA,332.79,8,5,550.64535
326,Grain,1998,45.3,-72.9,NA,1998-05-01,NA,6.8,NA,2.6,1180,1970,Loamy sand,4,85,Fourchette,Swine slurry,DAP,0,19,NA,NA,NA,11.9,11.6,NA,NA,NA,667,673,NA,NA,NA,26.3,26.8,NA,NA,NA,NA,NA,NA,NA,176,495.01,495.01,0.77729121,384.76692,72,57,37,17,-22.763081,-22.763081,640.89817,640.89817,17.194574,NA,2146.5,58,48,3539.8975,4,4,36.28,36.28,0.69416872,25.184441,11,9,1,0,-74.142203,-74.142203,140.30584,140.30584,16.7185,NA,351.555,6,3,579.24522
327,Grain,1998,45.88,-72.77,74165,1998-05-16,NA,6.8,NA,12.1,1060,758,Sandy loam,10,57,Fleury,Swine slurry,DAP,0,70,NA,NA,NA,9.7,9.5,NA,NA,NA,690,690,NA,NA,NA,23,23,NA,NA,NA,NA,NA,NA,NA,161,430.87,430.87,0.74141918,319.45528,54,44,31,16,-26.388282,-26.388282,585.328,585.328,17.115839,NA,1951.23,47,40,3221.623,4,4,62.22,62.22,0.59255155,36.868558,8,7,6,2,-54.713422,-54.713422,137.3917,137.3917,16.327,NA,339.81,5,4,556.25868
328,Grain,1998,45.18,-72.57,95998,1998-05-08,NA,6.8,NA,5,842,597,Silty loam,14,19,Yamaska,Swine slurry,DAP,0,39,NA,NA,NA,12,11.7,NA,NA,NA,695,686,NA,NA,NA,22.8,23.7,NA,NA,NA,NA,NA,NA,NA,169,517.6,517.6,0.78384425,405.71779,75,60,35,19,-13.842255,-13.842255,600.75853,600.75853,16.662337,NA,1971.625,62,51,3261.7139,5,5,66.33,66.33,0.57666149,38.249957,11,7,3,3,-50.012021,-50.012021,132.6919,132.6919,15.3015,NA,309.045,6,5,512.26856
329,Grain,1998,45.95,-73.58,73198,1998-05-14,NA,6.6,NA,5.4,1020,179,NA,NA,NA,NA,Swine slurry,DAP,0,54,NA,NA,NA,7.8,7.6,NA,NA,NA,640,651,NA,NA,NA,27.5,26,NA,NA,NA,NA,NA,NA,NA,163,447.63,447.63,0.75796111,339.28613,59,51,32,16,-28.007577,-28.007577,621.77377,621.77377,17.035153,NA,1961.825,50,44,3207.3488,4,4,49.25,49.25,0.52016183,25.61797,7,5,4,1,-67.128625,-67.128625,149.82641,149.82641,16.1025,NA,333.075,5,4,534.40581
330,Grain,1998,45.73,-72.62,68200,1998-04-30,NA,6.6,NA,4.2,1020,348,Silty loam,12,31,NA,Swine slurry,DAP,0,30,NA,NA,NA,7.7,7.5,NA,NA,NA,713,713,NA,NA,NA,23.6,22.9,NA,NA,NA,NA,NA,NA,NA,176,503.57,503.57,0.76806639,386.77519,70,54,37,16,-22.100315,-22.100315,646.43393,646.43393,16.951051,NA,2104.19,55,45,3477.7517,4,4,35.44,35.44,0.65436996,23.190871,10,8,1,0,-74.476556,-74.476556,138.85273,138.85273,16.313667,NA,339.41,7,4,560.04301
331,Grain,1998,45.88,-72.77,77095,1998-05-07,NA,6.6,NA,10.4,1250,248,Sandy loam,8,72,Fleury,Swine slurry,DAP,0,50,NA,NA,NA,9.4,9.2,NA,NA,NA,680,692,NA,NA,NA,25.2,23,NA,NA,NA,NA,NA,NA,NA,170,441.7,441.7,0.74235439,327.89793,57,46,32,16,-29.101713,-29.101713,623.00518,623.00518,17.056794,NA,2050.235,48,42,3388.7812,4,4,54.42,54.42,0.58198808,31.671791,9,7,5,2,-59.891858,-59.891858,135.68317,135.68317,16.278,NA,338.34,5,5,558.2296
332,Grain,1998,45.95,-73.58,76500,1998-05-01,NA,6.6,NA,4.2,1160,400,Silty loam,18,20,NA,Swine slurry,DAP,0,26,NA,NA,NA,12.4,12.1,NA,NA,NA,NA,NA,NA,NA,NA,26.3,26.9,NA,NA,NA,NA,NA,NA,NA,176,483.99,483.99,0.76685453,371.14992,65,55,37,15,-27.948717,-27.948717,671.72988,671.72988,16.555455,NA,2034.455,53,43,3347.2103,4,4,43.86,43.86,0.62194192,27.278373,8,6,5,0,-69.372653,-69.372653,143.20535,143.20535,16.276,NA,338.28,5,1,554.10337
333,Grain,1998,45.8,-73,66841,1998-05-01,NA,6.5,NA,5.9,803,70,Silty loam,26,24,Sainte-Rosalie,Cattle slurry,DAP,0,60,NA,NA,NA,12.2,12,NA,NA,NA,655,695,NA,NA,NA,25.2,25.1,NA,NA,NA,NA,NA,NA,NA,176,457.39,457.39,0.7461696,341.29051,61,49,31,15,-30.298929,-30.298929,656.2166,656.2166,17.190881,NA,2145.7,53,42,3534.2964,4,4,36.67,36.67,0.63739584,23.373306,10,7,2,0,-73.628333,-73.628333,139.05075,139.05075,16.879167,NA,356.375,7,2,583.86906
334,Grain,1998,45.03,-73.08,74377,1998-05-07,NA,6.2,NA,4.3,816,182,Loam,21,46,Sainte-Rosalie,Cattle slurry,DAP,0,22,NA,NA,NA,10.4,10.3,NA,NA,NA,676,674,NA,NA,NA,24.4,24.6,NA,NA,NA,NA,NA,NA,NA,170,515.7,515.7,0.79872178,411.90082,79,59,36,18,-13.224114,-13.224114,594.28953,594.28953,14.333353,NA,1595.175,57,46,2667.1414,5,5,64.62,64.62,0.6132998,39.631433,13,7,3,2,-51.352011,-51.352011,132.8318,132.8318,12.948833,NA,238.465,8,4,412.02722
335,Grain,1998,45.88,-72.77,60787,1998-05-08,NA,6.2,NA,6.6,1080,263,Sandy loam,9,71,Fleury,Cattle manure,DAP,0,39,NA,NA,NA,9.9,9.8,NA,NA,NA,682,699,NA,NA,NA,21.9,24.3,NA,NA,NA,NA,NA,NA,NA,169,434.9,434.9,0.73908306,321.42722,56,45,31,16,-29.878798,-29.878798,620.21184,620.21184,17.055266,NA,2037.92,48,42,3367.1381,4,4,47.62,47.62,0.53853016,25.644806,8,6,4,2,-64.957119,-64.957119,135.89065,135.89065,16.098333,NA,332.95,5,5,548.20777
336,Grain,1998,45.88,-72.77,76206,1998-05-05,NA,6.1,NA,12.8,1060,184,Sandy loam,9,67,Fleury,Swine slurry,DAP,0,47,NA,NA,NA,12.6,12.5,NA,NA,NA,669,660,NA,NA,NA,27.6,27.6,NA,NA,NA,NA,NA,NA,NA,172,447.75,447.75,0.74634938,334.17794,59,48,32,16,-29.068603,-29.068603,631.24374,631.24374,17.065669,NA,2075.875,48,42,3431.7265,4,4,60.27,60.27,0.63494051,38.267865,11,9,5,2,-56.3954,-56.3954,138.21936,138.21936,16.725,NA,351.75,5,4,581.34088
337,Grain,1998,45.4,-73.13,NA,1998-04-29,NA,6,NA,6.2,1013,76,Silty clay loam,37,19,Providence,Cattle manure,DAP,0,49,NA,NA,NA,9.5,9.6,NA,NA,NA,725,715,NA,NA,NA,20.8,20.4,NA,NA,NA,NA,NA,NA,NA,158,449.75,449.75,0.75674871,340.34773,60,50,32,16,-30.169813,-30.169813,644.06243,644.06243,18.111487,NA,2071.615,49,44,3409.6083,4,4,25.35,25.35,0.61176947,15.508356,8,6,1,0,-81.847047,-81.847047,139.6467,139.6467,16.189167,NA,335.675,6,4,554.62781
338,Grain,1998,45.62,-73.13,75366,1998-04-28,NA,6,NA,4,1150,334,Silty clay loam,30,10,NA,Cattle manure,DAP,0,25,NA,NA,NA,12.2,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,470.77,470.77,0.75243365,354.22319,61,47,34,15,-26.789736,-26.789736,643.03825,643.03825,17.76978,NA,2032.56,47,43,3353.4628,4,4,28.74,28.74,0.6209971,17.847457,9,6,2,0,-78.689223,-78.689223,134.86135,134.86135,15.822,NA,326.825,7,5,537.10415
339,Grain,1998,46.2,-73.6,73142,1998-05-03,NA,6,NA,4.7,1260,193,Silty loam,19,34,NA,Bird manure,DAP,0,18,NA,NA,NA,9,9.1,NA,NA,NA,NA,NA,NA,NA,NA,22.6,22.6,NA,NA,NA,NA,NA,NA,NA,154,421.92,421.92,0.76119753,321.16446,58,47,31,13,-33.925614,-33.925614,638.55304,638.55304,17.11026,NA,1864.98,43,36,3079.9573,4,4,65.24,65.24,0.62671638,40.886976,9,7,7,1,-52.421378,-52.421378,137.12041,137.12041,15.823333,NA,324.7,4,2,539.36009
340,Grain,1998,45.3,-72.9,NA,1998-05-01,NA,5.9,NA,2.9,942,996,Loamy sand,5,83,Raimbault,Cattle slurry,DAP,0,17,NA,NA,NA,12.2,12.5,NA,NA,NA,652,653,NA,NA,NA,24.5,26.7,NA,NA,NA,NA,NA,NA,NA,156,460.17,460.17,0.77240562,355.4379,62,53,34,16,-26.834365,-26.834365,628.94281,628.94281,18.112949,NA,2045.62,50,43,3370.9124,4,4,36.28,36.28,0.69416872,25.184441,11,9,1,0,-74.142203,-74.142203,140.30584,140.30584,16.7185,NA,351.555,6,3,579.24522
341,Grain,1998,45.38,-72.72,75894,1998-05-09,NA,5.9,NA,4.9,1456,716,Sand,2,88,Massueville,Cattle manure,DAP,0,15,NA,NA,NA,9.1,9.6,NA,NA,NA,685,673,NA,NA,NA,21.4,20.8,NA,NA,NA,NA,NA,NA,NA,148,489.51,489.51,0.76660798,375.26227,61,51,34,18,-10.558807,-10.558807,547.29816,547.29816,17.052939,NA,1783.835,48,42,2979.4184,5,5,59.64,59.64,0.57637174,34.374811,10,7,3,2,-52.479648,-52.479648,125.50412,125.50412,14.853,NA,295.59,6,5,488.43618
342,Grain,1998,46.02,-73.43,78711,1998-05-11,NA,5.8,NA,2.5,749,374,Loamy sand,5,85,Achigan,Swine slurry,DAP,0,44,NA,NA,NA,11.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,25,24.5,NA,NA,NA,NA,NA,NA,NA,146,365.57,365.57,0.74299653,271.61724,51,42,30,11,-40.635531,-40.635531,615.80606,615.80606,17.747705,NA,1861.165,43,38,3052.8867,4,4,50.65,50.65,0.51934639,26.304895,7,4,4,1,-63.912196,-63.912196,140.35212,140.35212,15.506167,NA,315.185,5,4,517.11948
343,Grain,1998,45.3,-72.9,77466,1998-05-12,NA,5.8,NA,4.9,1180,349,Loam,15,46,Franc sableux milton,Swine slurry,DAP,0,36,NA,NA,NA,10.6,11.2,NA,NA,NA,695,694,NA,NA,NA,23.3,23.3,NA,NA,NA,NA,NA,NA,NA,145,439.14,439.14,0.77411442,339.94461,58,51,33,12,-24.617575,-24.617575,582.54958,582.54958,18.251552,NA,1921.475,50,45,3161.225,4,4,60.38,60.38,0.53751962,32.455435,8,6,3,2,-55.318311,-55.318311,135.13366,135.13366,15.560167,NA,316.805,6,4,520.09348
344,Grain,1998,45.95,-73.58,76107,1998-05-01,NA,5.7,NA,4.5,1090,777,Sand,3,86,NA,Swine slurry,DAP,0,70,NA,NA,NA,11.7,12.8,NA,NA,NA,657,657,NA,NA,NA,24.2,23.5,NA,NA,NA,NA,NA,NA,NA,156,414.26,414.26,0.75592254,313.14847,57,49,33,14,-37.565339,-37.565339,663.50965,663.50965,17.757853,NA,1990.225,47,39,3256.3692,4,4,42.14,42.14,0.62231923,26.224532,9,7,5,0,-70.675988,-70.675988,143.70476,143.70476,16.574333,NA,347.23,6,2,564.97572
345,Grain,1999,45.57,-72.92,72897,1999-05-03,NA,7.7,NA,2.6,690,214,Clay loam,34,23,Saint-Urbain,Swine slurry,DAP,0,30,NA,NA,NA,8.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,29.6,28.5,NA,NA,NA,NA,NA,NA,NA,159,560.9,560.9,0.7232217,405.65505,62,52,29,19,-16.063906,-16.063906,668.24649,668.24649,18.310723,NA,2119.985,43,42,3409.5175,5,5,70.25,70.25,0.56006115,39.344296,9,8,4,3,-50.131796,-50.131796,140.87133,140.87133,15.964667,NA,328.94,7,5,534.19497
346,Grain,1999,45.13,-74.35,72148,1999-05-04,NA,7.5,NA,2.9,604,237,Sandy loam,8,74,Saint-Amable/Saint-Samuel,Swine slurry,DAP,0,26,NA,NA,NA,12.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,24.9,27.1,NA,NA,NA,NA,NA,NA,NA,158,430.1,430.1,0.72877517,313.4462,63,49,26,12,-36.606851,-36.606851,678.46448,678.46448,18.537057,NA,2141.095,47,41,3423.4062,4,4,46.92,46.92,0.60848678,28.5502,10,6,4,0,-66.365868,-66.365868,139.50115,139.50115,15.953833,NA,328.615,8,2,537.49767
347,Grain,1999,45.8,-73,79245,1999-04-29,NA,7.2,NA,6.7,916,135,Silty clay,47,8,Providence,Cattle manure,DAP,0,45,NA,NA,NA,9.6,9.1,NA,NA,NA,693,695,NA,NA,NA,22.4,22.1,NA,NA,NA,NA,NA,NA,NA,163,515.72,515.72,0.72566656,374.24076,62,55,28,16,-25.448367,-25.448367,691.76218,691.76218,18.328834,NA,2174.15,47,46,3493.9115,4,4,52.08,52.08,0.55562213,28.9368,9,7,3,2,-61.407496,-61.407496,134.94849,134.94849,15.066333,NA,301.99,7,6,507.4869
348,Grain,1999,45.57,-72.92,82475,1999-04-30,NA,7.1,NA,2.9,778,401,Silty clay loam,34,17,Sainte-Hyacinthe,Swine slurry,DAP,0,20,NA,NA,NA,10,9.5,NA,NA,NA,730,730,NA,NA,NA,16.9,16.6,NA,NA,NA,NA,NA,NA,NA,162,543.01,543.01,0.72048454,391.23031,63,51,29,17,-21.530017,-21.530017,691.99709,691.99709,18.362593,NA,2167.485,44,41,3484.6987,4,4,68.45,68.45,0.5643393,38.629025,9,9,4,3,-50.816964,-50.816964,139.174,139.174,15.060333,NA,301.81,8,6,506.44459
349,Grain,1999,45.38,-72.72,73510,1999-05-05,NA,7,NA,3.5,798,357,Sandy loam,7,63,Joseph,Swine slurry,DAP,0,40,NA,NA,NA,11.9,11.6,NA,NA,NA,NA,NA,NA,NA,NA,24.3,26.3,NA,NA,NA,NA,NA,NA,NA,157,614.55,614.55,0.73687344,452.84557,65,53,34,21,2.1320928,2.1320928,601.72076,601.72076,17.293503,NA,1939.35,47,42,3178.4778,5,5,92.49,92.49,0.63392757,58.631961,11,9,7,4,-26.33912,-26.33912,125.5619,125.5619,15.247333,NA,307.42,7,5,512.82548
350,Grain,1999,45.57,-72.92,80211,1999-04-26,NA,6.9,NA,4.8,867,256,Silty loam,24,15,Saint-Urbain,Bird manure,DAP,0,16,NA,NA,NA,11.4,11.1,NA,NA,NA,681,680,NA,NA,NA,27.5,28.1,NA,NA,NA,NA,NA,NA,NA,166,560.9,560.9,0.71712642,402.23621,62,52,29,19,-19.241529,-19.241529,694.54014,694.54014,17.92,NA,2148.3,44,44,3472.5789,4,4,53.51,53.51,0.4805776,25.715708,7,6,3,2,-60.676931,-60.676931,136.07788,136.07788,14.2305,NA,276.915,6,5,473.23087
351,Grain,1999,45.7,-73.5,83898,1999-04-28,NA,6.9,NA,10.2,1041,203,Silty clay loam,30,15,Saint-Urbain,lactoserum,DAP,0,72,NA,NA,NA,13,12.7,NA,NA,NA,705,703,NA,NA,NA,22.4,22,NA,NA,NA,NA,NA,NA,NA,164,505.41,505.41,0.72206075,364.93673,60,50,27,14,-27.55119,-27.55119,697.6098,697.6098,18.625701,NA,2235.565,45,43,3572.4416,4,4,49.96,49.96,0.57263533,28.608861,9,7,3,1,-62.98768,-62.98768,134.98208,134.98208,15.196167,NA,305.885,8,6,510.44942
352,Grain,1999,45.4,-73.13,74745,1999-04-29,NA,6.8,NA,2.6,964,137,Silty loam,22,13,Saint-Hyacinthe,Cattle slurry,DAP,0,50,NA,NA,NA,12.1,11.8,NA,NA,NA,696,699,NA,NA,NA,20.8,20.5,NA,NA,NA,NA,NA,NA,NA,163,554.93,554.93,0.72380415,401.66063,64,54,29,16,-19.972888,-19.972888,693.42749,693.42749,18.265184,NA,2165.175,48,44,3491.5416,4,4,72.41,72.41,0.56289276,40.759065,9,9,4,3,-47.031035,-47.031035,136.70269,136.70269,14.770167,NA,293.105,8,7,499.06368
353,Grain,1999,45.38,-72.72,76668,1999-05-06,NA,6.8,NA,2.7,1107,593,Sand,3,87,Massueville,Cattle manure,DAP,0,50,NA,NA,NA,10.6,10.4,NA,NA,NA,731,731,NA,NA,NA,18.9,18.2,NA,NA,NA,NA,NA,NA,NA,156,612.75,612.75,0.73599914,450.98347,64,53,34,21,2.8344443,2.8344443,595.86066,595.86066,17.289712,NA,1926.465,47,42,3158.4446,5,5,98.08,98.08,0.64977495,63.729927000000004,11,10,8,4,-20.632734,-20.632734,123.5774,123.5774,15.239,NA,307.17,8,6,514.74501
354,Grain,1999,45.3,-72.9,85304,1999-04-28,NA,6.7,NA,2.8,604,878,Sandy loam,2,66,Raimbault,Swine slurry,DAP,0,49,NA,NA,NA,11.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,22.2,22,NA,NA,NA,NA,NA,NA,NA,164,569.94,569.94,0.72629739,413.94594,64,53,32,16,-17.67823,-17.67823,692.33205,692.33205,18.115732,NA,2154.315,47,44,3480.4773,4,4,74.72,74.72,0.55821492,41.709818,9,9,4,3,-44.32226,-44.32226,134.20085,134.20085,14.418,NA,282.54,8,7,484.35793
355,Grain,1999,45.38,-72.72,73441,1999-05-04,NA,6.7,NA,3.7,1579,179,Loamy sand,6,82,Sainte-Sophie,Bird manure,DAP,0,55,NA,NA,NA,10,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,614.55,614.55,0.7359493,452.27764,65,53,34,21,1.191671,1.191671,607.31283,607.31283,17.296044,NA,1952.045,47,42,3198.5878,5,5,82.3,82.3,0.59780256,49.199151,10,8,6,3,-35.364274,-35.364274,127.32896,127.32896,15.156,NA,304.68,6,4,506.48431
356,Grain,1999,45.57,-72.92,81180,1999-05-01,NA,6.7,NA,2.1,655,189,Sandy loam,5,64,Bedford,Cattle slurry,DAP,0,30,NA,NA,NA,9.3,9.1,NA,NA,NA,700,689,NA,NA,NA,27,28.3,NA,NA,NA,NA,NA,NA,NA,161,560.9,560.9,0.72144257999999994,404.65714,62,52,29,19,-17.408835,-17.408835,679.12833,679.12833,18.236118,NA,2134.595,44,43,3437.886,4,4,70.25,70.25,0.56006115,39.344296,9,8,4,3,-49.394884,-49.394884,138.81996,138.81996,15.218167,NA,306.545,8,6,509.47779
357,Grain,1999,45.62,-73.13,74975,1999-05-17,NA,6.7,NA,4.2,893,109,Silty clay loam,29,15,Providence,Cattle manure,DAP,0,84,NA,NA,NA,10.5,10.4,NA,NA,NA,677,677,NA,NA,NA,25.6,25.8,NA,NA,NA,NA,NA,NA,NA,145,508.4,508.4,0.72956049,370.90855,58,51,27,16,-16.291319,-16.291319,607.34442,607.34442,19.003586,NA,2032.475,41,40,3247.9677,5,5,84.89,84.89,0.65012511,55.189121,11,9,6,4,-41.875089,-41.875089,146.04753,146.04753,19.275667,NA,428.27,7,5,680.47624
358,Grain,1999,45.8,-73,79858,1999-05-05,NA,6.7,NA,4.2,1049,102,Silty clay loam,32,18,Saint-Marcel,Cattle slurry,DAP,0,63,NA,NA,NA,11.9,11.7,NA,NA,NA,750,752,NA,NA,NA,17.7,17.4,NA,NA,NA,NA,NA,NA,NA,157,515.72,515.72,0.73104915,377.01667,62,55,28,16,-21.892543,-21.892543,660.26986,660.26986,18.53121,NA,2125.95,46,43,3408.244,4,4,80.01,80.01,0.60453077,48.368507,11,9,5,3,-40.979471,-40.979471,135.563,135.563,16.488167,NA,344.645,7,4,562.78589
359,Grain,1999,45.57,-72.92,75242,1999-04-30,NA,6.6,NA,2.6,1003,240,Loam,17,41,Du Contour,Swine slurry,DAP,0,40,NA,NA,NA,9.9,9.8,NA,NA,NA,731,739,NA,NA,NA,19.2,19,NA,NA,NA,NA,NA,NA,NA,162,540.2,540.2,0.72027586,389.09302,64,53,27,18,-21.722642,-21.722642,690.11016,690.11016,18.300802,NA,2157.425,46,43,3470.8126,4,4,64.66,64.66,0.57698852,37.308078,10,8,4,3,-53.580906,-53.580906,139.29613,139.29613,15.098,NA,302.94,8,6,507.30031
360,Grain,1999,45.4,-73.13,78615,1999-05-03,NA,6.6,NA,4.2,860,126,Silty clay loam,33,12,Saint-Urbain,Cattle manure,DAP,0,60,NA,NA,NA,11.8,11.7,NA,NA,NA,679,688,NA,NA,NA,24.4,22.4,NA,NA,NA,NA,NA,NA,NA,159,503.08,503.08,0.72754986,366.01578,61,53,29,16,-25.413132,-25.413132,674.48871,674.48871,18.776698,NA,2192.285,43,42,3506.9099,4,4,60.87,60.87,0.60135699,36.6046,11,8,4,3,-56.784951,-56.784951,140.85371,140.85371,16.220333,NA,336.61,8,4,547.25899
361,Grain,1999,45.03,-73.08,67406,1999-05-03,NA,6.6,NA,3.6,860,206,Loam,16,40,"Richelieu, Saint-SebaSaintien",Cattle slurry,DAP,0,21,NA,NA,NA,9.9,9.8,NA,NA,NA,700,701,NA,NA,NA,19.1,18.8,NA,NA,NA,NA,NA,NA,NA,159,534.54,534.54,0.72835203,389.33329,63,53,32,16,-20.84214,-20.84214,675.28354,675.28354,18.558868,NA,2158.48,48,44,3461.22,4,4,71.75,71.75,0.53953116,38.71136,9,8,4,3,-47.800286,-47.800286,137.45286,137.45286,15.567833,NA,317.035,7,5,525.53572
362,Grain,1999,45.32,-74.17,75477,1999-05-06,NA,6.6,NA,NA,1350,118,Clay,NA,NA,Sainte-Rosalie,Bird slurry,DAP,0,20,NA,NA,NA,11.8,11.7,NA,NA,NA,738,738,NA,NA,NA,19.7,20,NA,NA,NA,NA,NA,NA,NA,156,422.28,422.28,0.74489285,314.55335,62,49,27,13,-36.348511,-36.348511,663.42517,663.42517,18.265128,NA,2072.035,46,41,3327.5771,4,4,86.57,86.57,0.58028459,50.235237,11,9,6,3,-36.438649,-36.438649,136.19912,136.19912,15.913167,NA,327.395,9,6,542.34389
363,Grain,1999,46.03,-73.12,76169,1999-05-02,NA,6.6,NA,5,1148,286,Loam,17,34,Sainte-Rose,Cattle manure,DAP,0,40,NA,NA,NA,10.6,10.6,NA,NA,NA,688,703,NA,NA,NA,22.9,22.7,NA,NA,NA,NA,NA,NA,NA,160,530.38,530.38,0.73275217,388.63709,62,51,30,18,-20.64937,-20.64937,668.40049,668.40049,18.43825,NA,2151.39,45,40,3454.7827,4,4,53.99,53.99,0.54918812,29.650667,9,7,3,2,-60.445875,-60.445875,136.49651,136.49651,15.793667,NA,323.81,7,5,530.89618
364,Grain,1999,46.03,-73.12,82430,1999-04-30,NA,6.5,NA,3.8,1043,64,Silty loam,26,21,Kierkoski,Cattle manure,DAP,0,55,NA,NA,NA,9.1,9.1,NA,NA,NA,730,730,NA,NA,NA,18.9,19.1,NA,NA,NA,NA,NA,NA,NA,162,540.05,540.05,0.73067956,394.6035,65,52,30,17,-20.021005,-20.021005,675.23979,675.23979,18.297963,NA,2155.735,46,43,3471.1458,4,4,54.98,54.98,0.55061185,30.272639,9,8,3,2,-58.709214,-58.709214,133.15319,133.15319,15.107167,NA,303.215,7,6,506.20344
365,Grain,1999,45.03,-73.08,75820,1999-05-03,NA,6.5,NA,3.2,944,130,Loam,17,52,Saint-SebaSaintien,Cattle slurry,DAP,0,21,NA,NA,NA,11.1,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,534.54,534.54,0.72835203,389.33329,63,53,32,16,-20.84214,-20.84214,675.28354,675.28354,18.558868,NA,2158.48,48,44,3461.22,4,4,71.75,71.75,0.53953116,38.71136,9,8,4,3,-47.800286,-47.800286,137.45286,137.45286,15.567833,NA,317.035,7,5,525.53572
366,Grain,1999,45.8,-73,70918,1999-05-05,NA,6.5,NA,4.2,1028,59,Clay loam,29,22,Providence,Cattle manure,DAP,0,58,NA,NA,NA,11.4,11.4,NA,NA,NA,645,655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,515.72,515.72,0.73104915,377.01667,62,55,28,16,-21.892543,-21.892543,660.26986,660.26986,18.53121,NA,2125.95,46,43,3408.244,4,4,80.01,80.01,0.60453077,48.368507,11,9,5,3,-40.979471,-40.979471,135.563,135.563,16.488167,NA,344.645,7,4,562.78589
