ID,Annee,LongSC,pcpCum,SDI,AWDR,nbPcp1,nbPcp2,nbPcp5,nbPcp10,IhBR,IhKcBR,etpBRcum,etpKcBRcum,tMean,DJCm,DJCb,nb3po3j,nb4po7j,UTMc,cClim,cClimKc,PcpCum_.30,SDI_.30,AWDR_.30,NbPcp1_.30,NbPcp2_.30,NbPcp5_.30,NbPcp10_.30,IhBR_.30,IhKcBR_.30,EtpBRcum_.30,EtpKcBRcum_.30,Tmean_.30,DJCm_.30,DJCb_.30,Nb3po3j_.30,Nb4po7j_.30,UTMc_.30
224,1999,142,369.05,0.70674018,260.82246,50,43,23,12,-42.661347,186.69326,643.63214,128.72643,19.592007,NA,2072.065,44,40,3315.1852,4,4,41.16,0.57770119,23.778181,9,7,3,1,-69.609725,-69.609725,135.43806,135.43806,15.536833,NA,316.105,8,6,522.38361
225,1999,142,369.05,0.70674018,260.82246,50,43,23,12,-42.661347,186.69326,643.63214,128.72643,19.592007,NA,2072.065,44,40,3315.1852,4,4,41.16,0.57770119,23.778181,9,7,3,1,-69.609725,-69.609725,135.43806,135.43806,15.536833,NA,316.105,8,6,522.38361
226,1999,144,484.47,0.72055962,349.08952,54,49,26,14,-23.642321,281.78839,634.4745,126.8949,19.170521,NA,2040.555,41,37,3268.5513,4,4,82.13,0.60656333,49.817047,11,9,5,3,-38.012034,-38.012034,132.49346,132.49346,16.403667,NA,342.11,8,5,562.07666
227,1999,144,484.47,0.72055962,349.08952,54,49,26,14,-23.642321,281.78839,634.4745,126.8949,19.170521,NA,2040.555,41,37,3268.5513,4,4,82.13,0.60656333,49.817047,11,9,5,3,-38.012034,-38.012034,132.49346,132.49346,16.403667,NA,342.11,8,5,562.07666
228,1999,153,611.34,0.7290057,445.67035,58,51,33,19,-4.5468727,377.26564,640.46094,128.09219,17.542647,NA,1919.84,46,39,3135.9909,4,4,54.66,0.50701521,27.713451,8,5,3,2,-59.977984,-59.977984,136.57483,136.57483,14.609167,NA,289.09,7,3,477.67165
229,1999,153,611.34,0.7290057,445.67035,58,51,33,19,-4.5468727,377.26564,640.46094,128.09219,17.542647,NA,1919.84,46,39,3135.9909,4,4,54.66,0.50701521,27.713451,8,5,3,2,-59.977984,-59.977984,136.57483,136.57483,14.609167,NA,289.09,7,3,477.67165
230,1999,136,383.56,0.71493034,274.21868,49,44,22,10,-39.102841,204.48579,629.84876,125.96975,19.606985,NA,1986.55,38,33,3175.7872,4,4,58.7,0.58911239,34.580897,10,8,4,2,-57.247315,-57.247315,137.30132,137.30132,16.390333,NA,341.71,6,3,555.97478
231,1999,136,383.56,0.71493034,274.21868,49,44,22,10,-39.102841,204.48579,629.84876,125.96975,19.606985,NA,1986.55,38,33,3175.7872,4,4,58.7,0.58911239,34.580897,10,8,4,2,-57.247315,-57.247315,137.30132,137.30132,16.390333,NA,341.71,6,3,555.97478
232,1999,142,475.69,0.71225813,338.81407,52,44,28,16,-26.319645,268.40177,645.61307,129.12261,19.403662,NA,2045.32,39,37,3261.8665,4,4,72.37,0.62799419,45.44794,12,9,5,3,-46.902267,-46.902267,136.29584,136.29584,16.2285,NA,336.855,7,4,555.72941
233,1999,142,475.69,0.71225813,338.81407,52,44,28,16,-26.319645,268.40177,645.61307,129.12261,19.403662,NA,2045.32,39,37,3261.8665,4,4,72.37,0.62799419,45.44794,12,9,5,3,-46.902267,-46.902267,136.29584,136.29584,16.2285,NA,336.855,7,4,555.72941
234,1999,136,288.26,0.72369773,208.61311,47,37,21,9,-54.285317,128.57342,630.56326,126.11265,19.617794,NA,1988.02,39,32,3179.1956,4,4,45.57,0.60925231,27.763628,10,7,4,1,-67.166359,-67.166359,138.79058,138.79058,15.923,NA,327.69,8,3,537.50637
235,1999,146,474.03,0.71309318,338.02756,56,46,27,15,-28.737315,256.31343,665.18683,133.03737,19.229521,NA,2077.51,42,39,3321.7291,4,4,62.96,0.56022746,35.271921,10,7,4,3,-52.877966,-52.877966,133.61053,133.61053,14.835333,NA,295.06,8,5,503.53455
236,1999,146,474.03,0.71309318,338.02756,56,46,27,15,-28.737315,256.31343,665.18683,133.03737,19.229521,NA,2077.51,42,39,3321.7291,4,4,62.96,0.56022746,35.271921,10,7,4,3,-52.877966,-52.877966,133.61053,133.61053,14.835333,NA,295.06,8,5,503.53455
237,1999,148,527.31,0.74577159,393.25282,56,51,34,23,-11.142983,344.28508,593.43654,118.68731,18.051351,NA,1933,40,39,3133.0126,4,4,111.83,0.62432364,69.818112,11,9,7,5,-20.306347,-20.306347,140.32485,140.32485,17.299167,NA,368.975,8,6,600.45856
238,1999,148,527.31,0.74577159,393.25282,56,51,34,23,-11.142983,344.28508,593.43654,118.68731,18.051351,NA,1933,40,39,3133.0126,4,4,111.83,0.62432364,69.818112,11,9,7,5,-20.306347,-20.306347,140.32485,140.32485,17.299167,NA,368.975,8,6,600.45856
239,2000,144,473.84,0.78027463,369.72533,68,52,30,17,-8.8305503,355.84725,519.73551,103.9471,16.534271,NA,1662.375,53,41,2779.1383,5,5,109.76,0.6486526,71.19611,12,9,7,5,0.093934887,0.093934887,109.65699,109.65699,13.579167,NA,257.375,7,4,443.26358
240,2000,144,473.84,0.78027463,369.72533,68,52,30,17,-8.8305503,355.84725,519.73551,103.9471,16.534271,NA,1662.375,53,41,2779.1383,5,5,109.76,0.6486526,71.19611,12,9,7,5,0.093934887,0.093934887,109.65699,109.65699,13.579167,NA,257.375,7,4,443.26358
241,2000,142,426.03,0.79659004,339.37126,65,55,33,11,-13.858917,330.70541,494.57238,98.914475,16.32419,NA,1610.69,51,40,2694.1658,4,4,76.47,0.66577381,50.911723,12,9,5,2,-31.262592,-31.262592,111.24947,111.24947,14.423,NA,282.69,9,4,479.53003
242,2000,142,426.03,0.79659004,339.37126,65,55,33,11,-13.858917,330.70541,494.57238,98.914475,16.32419,NA,1610.69,51,40,2694.1658,4,4,76.47,0.66577381,50.911723,12,9,5,2,-31.262592,-31.262592,111.24947,111.24947,14.423,NA,282.69,9,4,479.53003
243,2000,141,440.84,0.75180035,331.42366,58,45,30,16,-13.554473,332.22764,509.96276,101.99255,15.906667,NA,1539.785,51,36,2576.1523,4,4,68.69,0.58259111,40.018183,10,6,5,3,-38.420429,-38.420429,111.54673,111.54673,13.3155,NA,249.465,9,5,425.8485
244,2000,141,440.84,0.75180035,331.42366,58,45,30,16,-13.554473,332.22764,509.96276,101.99255,15.906667,NA,1539.785,51,36,2576.1523,4,4,68.69,0.58259111,40.018183,10,6,5,3,-38.420429,-38.420429,111.54673,111.54673,13.3155,NA,249.465,9,5,425.8485
245,2000,159,518.99,0.79356366,411.8516,78,61,32,16,-8.740003,356.29999,568.69386,113.73877,16.350597,NA,1805.87,57,42,3011.4764,1,1,133.16,0.69930905,93.119994,15,13,8,5,24.312513,24.312513,107.11713,107.11713,13.753,NA,262.59,8,4,446.8404
246,2000,159,518.99,0.79356366,411.8516,78,61,32,16,-8.740003,356.29999,568.69386,113.73877,16.350597,NA,1805.87,57,42,3011.4764,1,1,133.16,0.69930905,93.119994,15,13,8,5,24.312513,24.312513,107.11713,107.11713,13.753,NA,262.59,8,4,446.8404
247,2000,141,445.31,0.77198141,343.77104,66,47,30,16,-11.555795,342.22103,503.49257,100.69851,16.671631,NA,1647.21,51,39,2744.1001,4,4,92.85,0.63972853,59.398794,14,8,6,3,-18.953518,-18.953518,114.56389,114.56389,14.915667,NA,297.47,10,5,503.45112
248,2000,141,445.31,0.77198141,343.77104,66,47,30,16,-11.555795,342.22103,503.49257,100.69851,16.671631,NA,1647.21,51,39,2744.1001,4,4,92.85,0.63972853,59.398794,14,8,6,3,-18.953518,-18.953518,114.56389,114.56389,14.915667,NA,297.47,10,5,503.45112
249,2000,152,409.47,0.7978225,326.68438,73,56,30,14,-23.430645,282.84678,534.77008,106.95402,16.532467,NA,1756.435,52,48,2942.3508,4,4,86.83,0.66778735,57.983976,13,10,5,3,-17.876707,-17.876707,105.73127,105.73127,13.565167,NA,256.955,7,6,445.68693
250,2000,152,409.47,0.7978225,326.68438,73,56,30,14,-23.430645,282.84678,534.77008,106.95402,16.532467,NA,1756.435,52,48,2942.3508,4,4,86.83,0.66778735,57.983976,13,10,5,3,-17.876707,-17.876707,105.73127,105.73127,13.565167,NA,256.955,7,6,445.68693
251,2000,159,520.07,0.79813872,415.08801,78,65,33,16,-7.7354825,361.32259,563.67281,112.73456,16.433616,NA,1819.225,54,45,3035.0238,1,1,136.93,0.70562645,96.621429,15,13,8,5,29.285891,29.285891,105.91256,105.91256,13.7925,NA,263.775,9,4,448.86435
252,2000,159,548.09,0.77076247,422.4472,70,56,39,17,-2.8900779,385.54961,564.40165,112.88033,14.311195,NA,1491.065,53,42,2525.2612,1,1,144.3,0.69984562,100.98772,15,13,10,5,41.280395,41.280395,102.13731,102.13731,10.967833,NA,179.035,10,4,317.96828
253,2000,164,506.22,0.78867629,399.24371,77,59,31,15,-9.8695427,350.65229,561.65254,112.33051,16.355091,NA,1865.625,60,44,3118.7752,1,1,144.82,0.69228671,100.25696,15,13,7,6,39.040761,39.040761,104.15651,104.15651,13.919167,NA,267.575,10,4,453.28003
254,2000,164,506.22,0.78867629,399.24371,77,59,31,15,-9.8695427,350.65229,561.65254,112.33051,16.355091,NA,1865.625,60,44,3118.7752,1,1,144.82,0.69228671,100.25696,15,13,7,6,39.040761,39.040761,104.15651,104.15651,13.919167,NA,267.575,10,4,453.28003
255,2000,139,444.44,0.74344275,330.4157,60,47,24,12,-9.2287594,353.8562,489.62645,97.925289,15.962518,NA,1524.72,45,37,2545.8017,4,4,60.1,0.6539057,39.299733,11,7,5,1,-46.538339,-46.538339,112.41701,112.41701,13.604667,NA,258.14,7,5,429.21621
256,2000,139,444.44,0.74344275,330.4157,60,47,24,12,-9.2287594,353.8562,489.62645,97.925289,15.962518,NA,1524.72,45,37,2545.8017,4,4,60.1,0.6539057,39.299733,11,7,5,1,-46.538339,-46.538339,112.41701,112.41701,13.604667,NA,258.14,7,5,429.21621
257,2000,123,402.9,0.76374969,307.71475,55,43,26,15,-8.919775,355.40112,442.35727,88.471455,17.214919,NA,1503.13,45,33,2497.033,5,5,130.54,0.71394322,93.198148,16,13,9,5,0.53680149,0.53680149,129.843,129.843,18.060333,NA,391.81,13,10,651.38292
258,2000,123,402.9,0.76374969,307.71475,55,43,26,15,-8.919775,355.40112,442.35727,88.471455,17.214919,NA,1503.13,45,33,2497.033,5,5,130.54,0.71394322,93.198148,16,13,9,5,0.53680149,0.53680149,129.843,129.843,18.060333,NA,391.81,13,10,651.38292
259,2000,138,423.9,0.76951494,326.19738,61,47,27,15,-11.654872,341.72564,479.82273,95.964545,16.622174,NA,1606.41,51,38,2678.8911,5,5,110.58,0.67035986,74.128394,15,11,6,4,-11.437121,-11.437121,124.86044,124.86044,16.774,NA,353.22,14,10,589.58156
260,2000,138,423.9,0.76951494,326.19738,61,47,27,15,-11.654872,341.72564,479.82273,95.964545,16.622174,NA,1606.41,51,38,2678.8911,5,5,110.58,0.67035986,74.128394,15,11,6,4,-11.437121,-11.437121,124.86044,124.86044,16.774,NA,353.22,14,10,589.58156
261,2000,164,496.67,0.80519764,399.91751,81,63,35,17,-13.827754,330.86123,576.36887,115.27377,16.434726,NA,1878.415,58,50,3144.0825,1,1,143.46,0.73710909,105.74567,17,13,9,5,34.649698,34.649698,106.54313,106.54313,14.083,NA,272.49,10,5,465.08812
262,2000,164,496.67,0.80519764,399.91751,81,63,35,17,-13.827754,330.86123,576.36887,115.27377,16.434726,NA,1878.415,58,50,3144.0825,1,1,143.46,0.73710909,105.74567,17,13,9,5,34.649698,34.649698,106.54313,106.54313,14.083,NA,272.49,10,5,465.08812
263,2001,155,409.89,0.73223033,300.13389,56,45,27,14,-36.093887,219.53057,641.39404,128.27881,18.156774,NA,2039.3,39,34,3271.4487,4,4,84.55,0.68858941,58.220234,13,11,6,4,-27.754238,-27.754238,117.03109,117.03109,15.0735,NA,302.205,9,7,508.24399
264,2001,155,492.6,0.77913547,383.80213,72,57,34,13,-16.744874,316.27563,591.67528,118.33506,14.255548,NA,1445.385,49,46,2439.2706,4,4,76.3,0.70154801,53.528113,12,11,7,1,-37.120176,-37.120176,121.34258,121.34258,11.251333,NA,189.095,9,8,346.27669
265,2001,152,444.86,0.73014194,324.81094,55,47,28,16,-27.19058,264.0471,610.99237,122.19847,17.762599,NA,1939.915,45,38,3171.4622,4,4,85.48,0.66692216,57.008506,12,11,6,3,-27.129362,-27.129362,117.30376,117.30376,14.368,NA,281.04,10,7,475.61793
266,2001,152,444.86,0.73014194,324.81094,55,47,28,16,-27.19058,264.0471,610.99237,122.19847,17.762599,NA,1939.915,45,38,3171.4622,4,4,85.48,0.66692216,57.008506,12,11,6,3,-27.129362,-27.129362,117.30376,117.30376,14.368,NA,281.04,10,7,475.61793
267,2001,144,340.65,0.72120604,245.67884,47,38,23,13,-44.344535,178.27733,612.06927,122.41385,18.729028,NA,1976.98,37,32,3167.6302,1,1,120.71,0.70636967,85.265882,12,12,9,6,11.281491,11.281491,108.47267,108.47267,14.5575,NA,286.725,8,7,487.14251
268,2001,144,340.65,0.72120604,245.67884,47,38,23,13,-44.344535,178.27733,612.06927,122.41385,18.729028,NA,1976.98,37,32,3167.6302,1,1,120.71,0.70636967,85.265882,12,12,9,6,11.281491,11.281491,108.47267,108.47267,14.5575,NA,286.725,8,7,487.14251
269,2001,174,461.92,0.75368377,348.14161,66,51,33,17,-33.376932,233.11534,693.33343,138.66669,17.54273,NA,2182.485,48,41,3538.3718,4,4,62.36,0.61358154,38.262945,10,10,4,3,-52.756022,-52.756022,131.99566,131.99566,15.400333,NA,312.01,7,5,522.44464
270,2001,174,461.92,0.75368377,348.14161,66,51,33,17,-33.376932,233.11534,693.33343,138.66669,17.54273,NA,2182.485,48,41,3538.3718,4,4,62.36,0.61358154,38.262945,10,10,4,3,-52.756022,-52.756022,131.99566,131.99566,15.400333,NA,312.01,7,5,522.44464
271,2001,155,424.84,0.74542403,316.68594,56,46,33,15,-34.999787,225.00107,653.59785,130.71957,17.707129,NA,1970.27,45,38,3215.5884,4,4,48.48,0.52957283,25.673691,8,6,2,2,-62.743122,-62.743122,130.12362,130.12362,14.4935,NA,285.47,5,2,479.04103
272,2001,155,424.84,0.74542403,316.68594,56,46,33,15,-34.999787,225.00107,653.59785,130.71957,17.707129,NA,1970.27,45,38,3215.5884,4,4,48.48,0.52957283,25.673691,8,6,2,2,-62.743122,-62.743122,130.12362,130.12362,14.4935,NA,285.47,5,2,479.04103
273,2001,161,479.68,0.67917469,325.78652,50,40,26,16,-28.368382,258.15809,669.64842,133.92968,18.047857,NA,2100.705,39,37,3390.9633,4,4,78.08,0.5643414,44.063777,8,7,5,3,-33.593291,-33.593291,117.57848,117.57848,14.864333,NA,295.93,7,6,496.57036
274,2001,161,479.68,0.67917469,325.78652,50,40,26,16,-28.368382,258.15809,669.64842,133.92968,18.047857,NA,2100.705,39,37,3390.9633,4,4,78.08,0.5643414,44.063777,8,7,5,3,-33.593291,-33.593291,117.57848,117.57848,14.864333,NA,295.93,7,6,496.57036
275,2001,161,479.68,0.67917469,325.78652,50,40,26,16,-28.368382,258.15809,669.64842,133.92968,18.047857,NA,2100.705,39,37,3390.9633,4,4,78.08,0.5643414,44.063777,8,7,5,3,-33.593291,-33.593291,117.57848,117.57848,14.864333,NA,295.93,7,6,496.57036
276,2001,161,479.68,0.67917469,325.78652,50,40,26,16,-28.368382,258.15809,669.64842,133.92968,18.047857,NA,2100.705,39,37,3390.9633,4,4,78.08,0.5643414,44.063777,8,7,5,3,-33.593291,-33.593291,117.57848,117.57848,14.864333,NA,295.93,7,6,496.57036
277,2001,160,436.97,0.71744597,313.50237,54,48,29,13,-35.457688,222.71156,677.02874,135.40575,17.449969,NA,1992.645,39,40,3201.2734,4,4,63.71,0.65911592,41.992275,11,9,6,2,-47.262798,-47.262798,120.80656,120.80656,13.894167,NA,266.825,7,7,454.30552
278,2001,160,436.97,0.71744597,313.50237,54,48,29,13,-35.457688,222.71156,677.02874,135.40575,17.449969,NA,1992.645,39,40,3201.2734,4,4,63.71,0.65911592,41.992275,11,9,6,2,-47.262798,-47.262798,120.80656,120.80656,13.894167,NA,266.825,7,7,454.30552
279,2001,144,389.23,0.75265569,292.95618,52,43,30,11,-36.391552,218.04224,611.91558,122.38312,18.402535,NA,1929.965,43,37,3125.718,4,4,75.14,0.69412403,52.15648,13,11,6,2,-37.047134,-37.047134,119.35914,119.35914,14.953667,NA,298.61,9,8,502.03673
280,2001,144,389.23,0.75265569,292.95618,52,43,30,11,-36.391552,218.04224,611.91558,122.38312,18.402535,NA,1929.965,43,37,3125.718,4,4,75.14,0.69412403,52.15648,13,11,6,2,-37.047134,-37.047134,119.35914,119.35914,14.953667,NA,298.61,9,8,502.03673
281,2001,160,502.96,0.85674284,430.90738,101,74,34,10,-1.8814914,390.59254,512.60461,102.52092,12.415062,NA,1209.02,70,58,2072.4109,4,4,38.56,0.68774144,26.51931,11,7,3,0,-69.222031,-69.222031,125.28442,125.28442,10.692333,NA,184.9,7,4,334.28588
282,2001,160,502.96,0.85674284,430.90738,101,74,34,10,-1.8814914,390.59254,512.60461,102.52092,12.415062,NA,1209.02,70,58,2072.4109,4,4,38.56,0.68774144,26.51931,11,7,3,0,-69.222031,-69.222031,125.28442,125.28442,10.692333,NA,184.9,7,4,334.28588
283,2001,152,496.75,0.85917116,426.79327,97,73,34,10,2.8780079,414.39004,482.85344,96.570688,12.631349,NA,1178.14,69,56,2000.8205,4,4,59.87,0.74912023,44.849828,14,11,5,0,-49.332866,-49.332866,118.16338,118.16338,11.101167,NA,193.075,10,6,329.02027
284,2001,152,496.75,0.85917116,426.79327,97,73,34,10,2.8780079,414.39004,482.85344,96.570688,12.631349,NA,1178.14,69,56,2000.8205,4,4,59.87,0.74912023,44.849828,14,11,5,0,-49.332866,-49.332866,118.16338,118.16338,11.101167,NA,193.075,10,6,329.02027
285,2001,157,399.12,0.71595136,285.75051,50,39,26,14,-37.953861,210.2307,643.26323,128.65265,18.519395,NA,2122.545,38,33,3417.1448,5,5,104.33,0.64937817,67.749624,11,10,8,4,-7.6144399,-7.6144399,112.9289,112.9289,14.709833,NA,291.295,8,6,492.50039
286,2001,157,399.12,0.71595136,285.75051,50,39,26,14,-37.953861,210.2307,643.26323,128.65265,18.519395,NA,2122.545,38,33,3417.1448,5,5,104.33,0.64937817,67.749624,11,10,8,4,-7.6144399,-7.6144399,112.9289,112.9289,14.709833,NA,291.295,8,6,492.50039
287,2001,149,492.53,0.76355176,376.07215,64,50,34,14,-12.073929,339.63036,560.16378,112.03276,16.944631,NA,1779.845,45,47,2914.5668,4,4,90.85,0.64887932,58.950686,10,9,8,3,-31.449117,-31.449117,132.52929,132.52929,15.532167,NA,315.965,6,7,514.48748
288,2001,149,492.53,0.76355176,376.07215,64,50,34,14,-12.073929,339.63036,560.16378,112.03276,16.944631,NA,1779.845,45,47,2914.5668,4,4,90.85,0.64887932,58.950686,10,9,8,3,-31.449117,-31.449117,132.52929,132.52929,15.532167,NA,315.965,6,7,514.48748
289,2001,154,420.1,0.74697366,313.80363,59,46,32,12,-32.66953,236.65235,623.93743,124.78749,18.015422,NA,2004.375,41,36,3237.4424,4,4,83.13,0.69136487,57.473161,13,12,6,2,-30.339867,-30.339867,119.33655,119.33655,15.030667,NA,300.92,8,7,505.90136
290,2001,154,420.1,0.74697366,313.80363,59,46,32,12,-32.66953,236.65235,623.93743,124.78749,18.015422,NA,2004.375,41,36,3237.4424,4,4,83.13,0.69136487,57.473161,13,12,6,2,-30.339867,-30.339867,119.33655,119.33655,15.030667,NA,300.92,8,7,505.90136
291,2001,165,489.38,0.70642726,345.71137,56,42,29,15,-26.046946,269.76527,661.74414,132.34883,17.810182,NA,2113.68,43,36,3414.8584,5,5,106.45,0.66351201,70.630854,11,9,8,4,-6.7521426,-6.7521426,114.15812,114.15812,14.1355,NA,274.065,10,7,471.63361
292,2001,165,489.38,0.70642726,345.71137,56,42,29,15,-26.046946,269.76527,661.74414,132.34883,17.810182,NA,2113.68,43,36,3414.8584,5,5,106.45,0.66351201,70.630854,11,9,8,4,-6.7521426,-6.7521426,114.15812,114.15812,14.1355,NA,274.065,10,7,471.63361
293,2001,168,504.19,0.69021706,348.00054,55,45,28,14,-25.166887,274.16556,673.75254,134.75051,17.889464,NA,2165.43,41,39,3507.96,4,4,92.87,0.60160224,55.8708,9,9,6,4,-20.714234,-20.714234,117.13326,117.13326,14.628667,NA,288.86,6,6,488.98188
294,2001,168,504.19,0.69021706,348.00054,55,45,28,14,-25.166887,274.16556,673.75254,134.75051,17.889464,NA,2165.43,41,39,3507.96,4,4,92.87,0.60160224,55.8708,9,9,6,4,-20.714234,-20.714234,117.13326,117.13326,14.628667,NA,288.86,6,6,488.98188
295,2001,160,416.21,0.73950308,307.78858,57,46,31,11,-35.206924,223.96538,642.36802,128.4736,17.857594,NA,2057.215,44,39,3334.311,4,4,77.01,0.65511275,50.450233,12,10,5,2,-35.475456,-35.475456,119.34993,119.34993,14.491667,NA,284.75,9,7,477.67982
296,2001,160,416.21,0.73950308,307.78858,57,46,31,11,-35.206924,223.96538,642.36802,128.4736,17.857594,NA,2057.215,44,39,3334.311,4,4,77.01,0.65511275,50.450233,12,10,5,2,-35.475456,-35.475456,119.34993,119.34993,14.491667,NA,284.75,9,7,477.67982
297,1994,145,505.74,0.76767328,388.24308,65,55,28,16,-6.9485397,365.2573,543.50571,108.70114,17.324483,NA,1787.05,51,45,2942.5243,1,1,148.51,0.63161827,93.80163,14,12,7,4,17.486596,17.486596,126.40591,126.40591,15.159167,NA,304.775,12,9,504.67734
298,1995,140,362.39,0.67861342,245.92272,45,34,20,11,-39.109857,204.45071,595.1538,119.03076,18.251036,NA,1855.145,36,30,3008.0949,4,4,62.63,0.61782677,38.694491,11,8,4,1,-53.505762,-53.505762,134.70486,134.70486,16.468,NA,344.04,9,6,577.17254
299,1996,139,388.82,0.75358284,293.00808,61,47,24,11,-27.714766,261.42617,537.89685,107.57937,17.585036,NA,1753.53,44,39,2918.1485,4,4,57.29,0.66970527,38.367415,13,9,4,2,-57.78455,-57.78455,135.70861,135.70861,17.180667,NA,365.42,8,7,609.36824
300,1995,149,496.7,0.75429959,374.66061,59,44,32,17,-16.739656,316.30172,596.56251,119.3125,16.714295,NA,1746.54,47,35,2850.1186,1,1,151.87,0.73627437,111.81799,17,13,8,5,44.180679,44.180679,105.33311,105.33311,12.6165,NA,229.605,9,9,383.10992
301,1996,145,412.62,0.75645033,312.12653,63,50,25,11,-22.526086,287.36957,532.59217,106.51843,17.021379,NA,1750.11,46,42,2909.4836,4,4,64.7,0.70952516,45.906278,14,10,5,2,-52.273753,-52.273753,135.56482,135.56482,17.122,NA,363.66,9,8,606.86248
326,1998,174,496.09,0.77420419,384.07496,68,59,34,19,-23.971293,280.14354,652.50353,130.50071,17.481897,NA,2171.98,52,49,3580.1682,4,4,25.8,0.6145658,15.855798,8,6,0,0,-81.31766,-81.31766,138.09833,138.09833,16.077833,NA,332.335,5,3,553.55735
327,1998,170,492.8,0.77418579,381.51876,66,59,34,19,-24.095357,279.52322,649.23565,129.84713,17.619794,NA,2145.495,51,48,3537.9394,4,4,25.8,0.6145658,15.855798,8,6,0,0,-81.31766,-81.31766,138.09833,138.09833,16.077833,NA,332.335,5,3,553.55735
328,1999,151,475.78,0.70623121,336.01069,56,44,29,16,-29.967829,250.16085,679.37349,135.8747,19.02255,NA,2117.405,42,37,3393.9895,4,4,60.43,0.56934281,34.405386,10,6,4,3,-54.804513,-54.804513,133.70804,133.70804,14.695333,NA,290.86,8,4,498.60486
329,1999,144,420.11,0.70340709,295.50835,52,42,27,14,-37.068736,214.65632,667.56962,133.51392,19.323889,NA,2062.64,40,36,3303.9282,4,4,60.43,0.56934281,34.405386,10,6,4,3,-54.804513,-54.804513,133.70804,133.70804,14.695333,NA,290.86,8,4,498.60486
330,1992,155,404.67,0.70256989,284.30896,53,39,21,14,-30.890874,245.54563,585.55219,117.11044,16.219935,NA,1741.395,41,32,2937.4847,4,4,50.91,0.54050782,27.517253,8,6,5,1,-61.904743,-61.904743,133.63868,133.63868,13.897333,NA,266.92,6,5,452.51718
331,1993,155,533,0.77910211,415.26143,63,56,37,24,-7.6389724,361.80514,577.08323,115.41665,17.103806,NA,1877.55,46,40,3090.2783,5,5,91.84,0.65093711,59.782064,11,10,6,3,-12.486411,-12.486411,104.9437,104.9437,13.188333,NA,245.65,8,7,419.06202
332,1994,155,477.49,0.75858833,362.21834,70,56,25,13,-17.493317,312.53341,578.72888,115.74578,17.029,NA,1864.495,51,46,3062.236,5,5,103.78,0.58713803,60.933185,15,9,2,2,-4.9714821,-4.9714821,109.20932,109.20932,12.757333,NA,232.72,9,6,387.68356
333,1996,155,483.87,0.75470736,365.18025,65,50,32,17,-16.234628,318.82686,577.6492,115.52984,17.40671,NA,1927.8,50,42,3202.3942,5,5,101.52,0.57286652,58.157409,10,8,6,4,-9.0297337,-9.0297337,111.5969,111.5969,13.186833,NA,247.03,6,5,414.92902
334,1998,155,457.02,0.75832589,346.5701,58,48,33,17,-25.865714,270.67143,616.47589,123.29518,18.162677,NA,2040.28,45,41,3355.897,4,4,54.6,0.51867451,28.319628,8,6,3,2,-60.994211,-60.994211,139.97922,139.97922,16.951833,NA,358.555,5,5,587.65196
335,2000,155,504.84,0.79249431,400.08283,75,59,35,17,-8.2434073,358.78296,550.1948,110.03896,16.75629,NA,1822.97,54,43,3050.6263,1,1,137.09,0.70728325,96.961461,15,12,8,6,31.967645,31.967645,103.88152,103.88152,13.933833,NA,268.015,9,5,457.31013
336,1998,177,503.57,0.76722568,386.35183,70,54,37,16,-21.657859,291.7107,642.78305,128.55661,16.858079,NA,2099.685,54,44,3471.1252,4,4,42.97,0.67614993,29.054163,11,9,2,0,-69.04764,-69.04764,138.82625,138.82625,16.651333,NA,349.54,6,3,575.80279
337,1998,165,466.82,0.75385516,351.91467,61,52,32,14,-28.328745,258.35627,651.33505,130.26701,17.479909,NA,2059.705,49,45,3406.0993,4,4,34.05,0.64926613,22.107512,10,9,2,0,-75.170381,-75.170381,137.1346,137.1346,16.093,NA,332.79,8,5,550.64535
338,1998,163,474.27,0.77357309,366.88251,65,55,35,17,-25.354614,273.22693,635.36412,127.07282,17.699632,NA,2070.295,52,45,3419.3828,4,4,36.28,0.69416872,25.184441,11,9,1,0,-74.142203,-74.142203,140.30584,140.30584,16.7185,NA,351.555,6,3,579.24522
339,1998,146,405.39,0.73766059,299.04023,50,42,29,15,-29.98109,250.09455,578.97216,115.79443,17.777021,NA,1866.025,42,37,3083.6175,4,4,62.22,0.59255155,36.868558,8,7,6,2,-54.713422,-54.713422,137.3917,137.3917,16.327,NA,339.81,5,4,556.25868
340,1998,156,495.56,0.78070097,386.88417,69,56,33,19,-16.574425,317.12788,594.01448,118.8029,17.184071,NA,1901.23,56,47,3153.7956,4,4,66.33,0.57666149,38.249957,11,7,3,3,-50.012021,-50.012021,132.6919,132.6919,15.3015,NA,309.045,6,5,512.26856
341,1998,148,417.84,0.75421717,315.1421,55,48,30,15,-31.910315,240.44842,613.66124,122.73225,17.681014,NA,1876.885,45,40,3071.607,4,4,49.25,0.52016183,25.61797,7,5,4,1,-67.128625,-67.128625,149.82641,149.82641,16.1025,NA,333.075,5,4,534.40581
342,1998,172,500.26,0.76758033,383.98974,68,54,37,16,-22.362459,288.18771,644.35322,128.87064,17.08718,NA,2079.57,53,45,3438.9048,4,4,35.44,0.65436996,23.190871,10,8,1,0,-74.476556,-74.476556,138.85273,138.85273,16.313667,NA,339.41,7,4,560.04301
